CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	PERCENTUAL	STATUS	VARIACOES
74445170	VILA JOAO VAZ	7	100.0	AUTO_UNICO	VILA JOAO VAZ (7)
74445172	VILA JOAO VAZ	1	100.0	AUTO_UNICO	VILA JOÃO VAZ (1)
74445180	VILA JOAO VAZ	2	100.0	AUTO_UNICO	VILA JOÃO VAZ (2)
74445200	VILA JOAO VAZ	3	100.0	AUTO_UNICO	VILA JOÃO VAZ (3)
74445210	VILA JOAO VAZ	7	100.0	AUTO_UNICO	VILA JOAO VAZ (7)
74445220	VILA JOAO VAZ	3	100.0	AUTO_UNICO	VILA JOÃO VAZ (3)
74445240	VILA JOAO VAZ	8	100.0	AUTO_UNICO	VILA JOÃO VAZ (8)
74445250	VILA JOAO VAZ	13	100.0	AUTO_UNICO	VILA JOAO VAZ (13)
74445485	VILA MUTIRAO	1	100.0	AUTO_UNICO	VILA MUTIRÃO (1)
74446827	CANDIDA DE MORAIS	1	100.0	AUTO_UNICO	CANDIDA DE MORAIS (1)
74447085	JARDIM CAMARGO	1	100.0	AUTO_UNICO	JARDIM CAMARGO (1)
74447258	JARDIM COLORADO	2	100.0	AUTO_UNICO	JARDIM COLORADO (2)
74450010	CAPUAVA	2	100.0	AUTO_UNICO	CAPUAVA (2)
74450020	CAPUAVA	10	100.0	AUTO_VARIACOES	CAPUAVA (9) | BAIRRO CAPUAVA (1)
74450030	CAPUAVA	3	100.0	AUTO_UNICO	Capuava (3)
74450040	CAPUAVA	2	100.0	AUTO_UNICO	Capuava (2)
74450050	CAPUAVA	2	100.0	AUTO_UNICO	CAPUAVA (2)
74450060	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74450070	CAPUAVA	4	100.0	AUTO_UNICO	CAPUAVA (4)
74450090	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74450100	CAPUAVA	12	100.0	AUTO_VARIACOES	CAPUAVA (9) | BAIRRO CAPUAVA (3)
74450110	CAPUAVA	8	100.0	AUTO_UNICO	CAPUAVA (8)
74450120	CAPUAVA	1	100.0	AUTO_UNICO	BAIRRO CAPUAVA (1)
74450130	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74450150	CAPUAVA	4	100.0	AUTO_UNICO	CAPUAVA (4)
74450180	CAPUAVA	15	100.0	AUTO_VARIACOES	Capuava (14) | BAIRRO CAPUAVA (1)
74450200	CAPUAVA	2	100.0	AUTO_UNICO	CAPUAVA (2)
74450210	CAPUAVA	4	100.0	AUTO_UNICO	CAPUAVA (4)
74450230	CAPUAVA	5	100.0	AUTO_UNICO	CAPUAVA (5)
74450240	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74450260	CAPUAVA	4	100.0	AUTO_UNICO	CAPUAVA (4)
74450290	CAPUAVA	1	100.0	AUTO_UNICO	Capuava (1)
74450310	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74450330	CAPUAVA	3	100.0	AUTO_VARIACOES	CAPUAVA (2) | BAIRRO CAPUAVA (1)
74450340	CAPUAVA	4	100.0	AUTO_UNICO	Capuava (4)
74450360	CAPUAVA	1	100.0	AUTO_UNICO	Capuava (1)
74450370	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74450380	CAPUAVA	2	100.0	AUTO_UNICO	CAPUAVA (2)
74450390	CAPUAVA	20	100.0	AUTO_VARIACOES	CAPUAVA (18) | BAIRRO CAPUAVA (2)
74450400	CAPUAVA	31	100.0	AUTO_VARIACOES	CAPUAVA (27) | BAIRRO CAPUAVA (4)
74450420	CAPUAVA	3	100.0	AUTO_UNICO	CAPUAVA (3)
74450440	CAPUAVA	6	100.0	AUTO_VARIACOES	Capuava (4) | BAIRRO CAPUAVA (2)
74450450	CAPUAVA	4	100.0	AUTO_UNICO	CAPUAVA (4)
74450460	CAPUAVA	2	100.0	AUTO_UNICO	CAPUAVA (2)
74450490	CAPUAVA	26	100.0	AUTO_VARIACOES	CAPUAVA (23) | BAIRRO CAPUAVA (2) | SETOR CAPUAVA (1)
74450550	JARDIM CURITIBA IV	1	100.0	AUTO_UNICO	JARDIM CURITIBA IV (1)
74451150	RESIDENCIAL 14 BIS	1	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (1)
74453170	VILA JOAO VAZ	1	100.0	AUTO_UNICO	VILA JOAO VAZ (1)
74453460	VILA REGINA	2	100.0	AUTO_UNICO	VILA REGINA (2)
74453470	VILA REGINA	4	100.0	AUTO_UNICO	VILA REGINA (4)
74453490	VILA REGINA	1	100.0	AUTO_UNICO	VILA REGINA (1)
74453500	VILA REGINA	4	100.0	AUTO_UNICO	VILA REGINA (4)
74453540	VILA REGINA	17	100.0	AUTO_UNICO	VILA REGINA (17)
74453560	VILA REGINA	13	100.0	AUTO_VARIACOES	Vila Regina (12) | SETOR VILA REGINA (1)
74453570	VILA REGINA	8	100.0	AUTO_UNICO	Vila Regina (8)
74453580	VILA REGINA	7	100.0	AUTO_UNICO	Vila Regina (7)
74453590	VILA REGINA	7	100.0	AUTO_UNICO	VILA REGINA (7)
74453600	VILA REGINA	8	100.0	AUTO_UNICO	VILA REGINA (8)
74453610	VILA REGINA	14	100.0	AUTO_UNICO	VILA REGINA (14)
74453620	VILA REGINA	5	100.0	AUTO_UNICO	VILA REGINA (5)
74453625	VILA REGINA	2	100.0	AUTO_UNICO	VILA REGINA (2)
74453650	VILA REGINA	8	100.0	AUTO_UNICO	Vila Regina (8)
74454250	NOVA ESPERANCA	1	100.0	AUTO_UNICO	NOVA ESPERANÇA (1)
74455130	VILA JOAO VAZ	1	100.0	AUTO_UNICO	VILA JOÃO VAZ (1)
74455530	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74455535	NOVO MUNDO	1	100.0	AUTO_UNICO	NOVO MUNDO (1)
74456290	JARDIM NOVA ESPERANCA	1	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (1)
74460010	JARDIM PETROPOLIS	7	100.0	AUTO_UNICO	Jardim Petrópolis (7)
74460030	JARDIM PETROPOLIS	2	100.0	AUTO_UNICO	Jardim Petrópolis (2)
74460035	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	Jardim Petrópolis (1)
74460040	JARDIM PETROPOLIS	3	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (3)
74460050	JARDIM PETROPOLIS	10	100.0	AUTO_UNICO	JARDIM PETROPOLIS (10)
74460060	JARDIM PETROPOLIS	8	100.0	AUTO_UNICO	JARDIM PETROPOLIS (8)
74460070	JARDIM PETROPOLIS	3	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (3)
74460080	JARDIM PETROPOLIS	3	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (3)
74460090	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETROPOLIS (1)
74460100	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (1)
74460120	JARDIM PETROPOLIS	3	100.0	AUTO_UNICO	JARDIM PETROPOLIS (3)
74460130	JARDIM PETROPOLIS	3	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (3)
74460170	JARDIM NOVO MUNDO	1	100.0	AUTO_UNICO	JARDIM NOVO MUNDO (1)
74460180	VILA MUTIRAO	1	100.0	AUTO_UNICO	VILA MUTIRAO (1)
74460390	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (1)
74460440	JARDIM PETROPOLIS	2	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (2)
74460445	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (1)
74460450	JARDIM PETROPOLIS	2	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (2)
74460460	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (1)
74460470	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETROPOLIS (1)
74460570	JARDIM CURITIBA IV	1	100.0	AUTO_UNICO	JARDIM CURITIBA IV (1)
74460630	JARDIM PETROPOLIS	3	100.0	AUTO_UNICO	JARDIM PETRÓPOLIS (3)
74460780	RESIDENCIAL PETROPOLIS	1	100.0	AUTO_UNICO	Residencial Petrópolis (1)
74461120	CONDOMINIO DO LAGO	1	100.0	AUTO_UNICO	CONDOMÍNIO DO LAGO (1)
74461200	JARDIM CLARISSA	1	100.0	AUTO_UNICO	JARDIM CLARISSA (1)
74461205	JARDIM CLARISSA	2	100.0	AUTO_UNICO	JARDIM CLARISSA (2)
74461210	JARDIM CLARISSA	1	100.0	AUTO_UNICO	JARDIM CLARISSA (1)
74461215	JARDIM CLARISSA	4	100.0	AUTO_UNICO	JARDIM CLARISSA (4)
74461220	JARDIM CLARISSA	4	100.0	AUTO_UNICO	JARDIM CLARISSA (4)
74461225	JARDIM CLARISSA	4	100.0	AUTO_UNICO	JARDIM CLARISSA (4)
74461230	JARDIM CLARISSA	5	100.0	AUTO_UNICO	JARDIM CLARISSA (5)
74461240	JARDIM CLARISSA	1	100.0	AUTO_UNICO	JARDIM CLARISSA (1)
74461245	JARDIM CLARISSA	2	100.0	AUTO_UNICO	JARDIM CLARISSA (2)
74461250	JARDIM CLARISSA	7	100.0	AUTO_UNICO	Jardim Clarissa (7)
74461265	JARDIM CLARISSA	9	100.0	AUTO_UNICO	Jardim Clarissa (9)
74461290	JARDIM CLARISSA	3	100.0	AUTO_UNICO	JARDIM CLARISSA (3)
74461295	JARDIM CLARISSA	5	100.0	AUTO_UNICO	JARDIM CLARISSA (5)
74461310	JARDIM CLARISSA	4	100.0	AUTO_UNICO	JARDIM CLARISSA (4)
74461315	JARDIM CLARISSA	2	100.0	AUTO_UNICO	JARDIM CLARISSA (2)
74461650	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74461715	MANSOES PARAISO	1	100.0	AUTO_UNICO	MANSÕES PARAISO (1)
74462060	JARDIM PETROPOLIS	1	100.0	AUTO_UNICO	JARDIM PETROPOLIS (1)
74462760	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74463015	SANTOS DUMONT	2	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (1) | SANTOS DUMONT (1)
74463023	PARQUE INDUSTRIAL PAULISTA	3	100.0	AUTO_UNICO	PARQUE INDUSTRIAL PAULISTA (3)
74463025	CAPUAVA	1	100.0	AUTO_UNICO	CAPUAVA (1)
74463060	PARQUE INDUSTRIAL PAULISTA	1	100.0	AUTO_UNICO	PARQUE INDUSTRIAL PAULISTA (1)
74463065	VILA REGINA	1	100.0	AUTO_UNICO	VILA REGINA (1)
74463075	PARQUE INDUSTRIAL PAULISTA	1	100.0	AUTO_UNICO	Parque Industrial Paulista (1)
74463080	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74463180	CANDIDA DE MORAIS	7	100.0	AUTO_UNICO	SETOR CÂNDIDA DE MORAIS (7)
74463310	CANDIDA DE MORAIS	1	100.0	AUTO_UNICO	SETOR CÂNDIDA DE MORAIS (1)
74463335	CANDIDA DE MORAIS	1	100.0	AUTO_UNICO	SETOR CÂNDIDA DE MORAIS (1)
74463338	CANDIDA DE MORAES	1	100.0	AUTO_UNICO	CANDIDA DE MORAES (1)
74463348	SANTOS DUMONT	1	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (1)
74463350	SANTOS DUMONT	2	100.0	AUTO_VARIACOES	SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1)
74463360	SANTOS DUMONT	5	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (2)
74463370	SANTOS DUMONT	4	100.0	AUTO_VARIACOES	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2)
74463400	SANTOS DUMONT	9	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (8) | SANTOS DUMONT (1)
74463410	SANTOS DUMONT	2	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (2)
74463414	CANDIDA DE MORAES	1	100.0	AUTO_UNICO	CANDIDA DE MORAES (1)
74463430	SANTOS DUMONT	6	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (1)
74463440	SANTOS DUMONT	3	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (3)
74463445	SANTOS DUMONT	5	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (2)
74463450	SANTOS DUMONT	2	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (2)
74463460	SANTOS DUMONT	2	100.0	AUTO_VARIACOES	Setor Santos Dumont (1) | SANTOS DUMONT (1)
74463470	SANTOS DUMONT	4	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (1)
74463480	SANTOS DUMONT	6	100.0	AUTO_VARIACOES	Setor Santos Dumont (5) | SANTOS DUMONT (1)
74463490	SANTOS DUMONT	13	100.0	AUTO_VARIACOES	Setor Santos Dumont (9) | SANTOS DUMONT (4)
74463500	SANTOS DUMONT	7	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (6) | SANTOS DUMONT (1)
74463510	SANTOS DUMONT	7	100.0	AUTO_UNICO	Setor Santos Dumont (7)
74463520	SANTOS DUMONT	5	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (4) | SANTOS DUMONT (1)
74463550	SANTOS DUMONT	4	100.0	AUTO_VARIACOES	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2)
74463560	SANTOS DUMONT	5	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (5)
74463570	SANTOS DUMONT	4	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (4)
74463580	SANTOS DUMONT	4	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (1)
74463590	SANTOS DUMONT	2	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (2)
74463600	SANTOS DUMONT	5	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (5)
74463610	SANTOS DUMONT	6	100.0	AUTO_VARIACOES	SANTOS DUMONT (4) | SETOR SANTOS DUMONT (2)
74463620	SANTOS DUMONT	3	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463630	SANTOS DUMONT	3	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463640	SANTOS DUMONT	7	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (2)
74463650	SANTOS DUMONT	2	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (2)
74463660	SANTOS DUMONT	24	100.0	AUTO_VARIACOES	Setor Santos Dumont (16) | SANTOS DUMONT (8)
74463670	SANTOS DUMONT	12	100.0	AUTO_VARIACOES	SANTOS DUMONT (7) | SETOR SANTOS DUMONT (5)
74463680	SANTOS DUMONT	5	100.0	AUTO_VARIACOES	SANTOS DUMONT (3) | Setor Santos Dumont (2)
74463690	SANTOS DUMONT	13	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (2)
74463710	SANTOS DUMONT	2	100.0	AUTO_VARIACOES	SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463720	SANTOS DUMONT	2	100.0	AUTO_UNICO	SANTOS DUMONT (2)
74463730	SANTOS DUMONT	2	100.0	AUTO_UNICO	SETOR SANTOS DUMONT (2)
74463740	SANTOS DUMONT	3	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463750	SANTOS DUMONT	8	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (3)
74463760	SANTOS DUMONT	33	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (17) | SANTOS DUMONT (16)
74463770	SANTOS DUMONT	26	100.0	AUTO_VARIACOES	SANTOS DUMONT (13) | SETOR SANTOS DUMONT (13)
74463780	SANTOS DUMONT	15	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (4)
74463790	SANTOS DUMONT	7	100.0	AUTO_VARIACOES	SANTOS DUMONT (4) | SETOR SANTOS DUMONT (3)
74463800	SANTOS DUMONT	8	100.0	AUTO_UNICO	Setor Santos Dumont (8)
74463810	SANTOS DUMONT	18	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (7)
74463820	SANTOS DUMONT	10	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (9) | SANTOS DUMONT (1)
74463830	SANTOS DUMONT	14	100.0	AUTO_VARIACOES	SETOR SANTOS DUMONT (8) | SANTOS DUMONT (6)
74463831	RESIDENCIAL 14 BIS	1	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (1)
74463833	RESIDENCIAL 14 BIS	2	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (2)
74463835	RESIDENCIAL 14 BIS	8	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (8)
74463836	RESIDENCIAL 14 BIS	9	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (9)
74463837	RESIDENCIAL 14 BIS	2	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (2)
74463838	RESIDENCIAL 14 BIS	2	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS (2)
74463840	JARDIM BONANZA	3	100.0	AUTO_UNICO	Jardim Bonanza (3)
74463846	JARDIM BONANZA	2	100.0	AUTO_UNICO	JARDIM BONANZA (2)
74463848	JARDIM BONANZA	4	100.0	AUTO_UNICO	JARDIM BONANZA (4)
74463852	JARDIM BONANZA	3	100.0	AUTO_UNICO	JARDIM BONANZA (3)
74463856	JARDIM BONANZA	3	100.0	AUTO_UNICO	JARDIM BONANZA (3)
74463860	JARDIM BONANZA	2	100.0	AUTO_UNICO	JARDIM BONANZA (2)
74463862	JARDIM BONANZA	7	100.0	AUTO_UNICO	JARDIM BONANZA (7)
74463868	JARDIM BONANZA	6	100.0	AUTO_UNICO	JARDIM BONANZA (6)
74463870	JARDIM BONANZA	1	100.0	AUTO_UNICO	JARDIM BONANZA (1)
74463872	JARDIM BONANZA	2	100.0	AUTO_UNICO	JARDIM BONANZA (2)
74463874	JARDIM BONANZA	1	100.0	AUTO_UNICO	Jardim Bonanza (1)
74463875	JARDIM BONANZA	7	100.0	AUTO_UNICO	JARDIM BONANZA (7)
74464000	BARRA DA TIJUCA	4	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (1)
74464010	BARRA DA TIJUCA	13	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (7) | BARRA DA TIJUCA (6)
74464016	DA TIJUCA	1	100.0	AUTO_UNICO	BAIRRO DA TIJUCA (1)
74464020	BARRA DA TIJUCA	1	100.0	AUTO_UNICO	SETOR BARRA DA TIJUCA (1)
74464025	BARRA DA TIJUCA	5	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (4) | BARRA DA TIJUCA (1)
74464030	BARRA DA TIJUCA	5	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (2)
74464040	BARRA DA TIJUCA	3	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (2) | BARRA DA TIJUCA (1)
74464045	BARRA DA TIJUCA	2	100.0	AUTO_UNICO	SETOR BARRA DA TIJUCA (2)
74464055	BARRA DA TIJUCA	1	100.0	AUTO_UNICO	BARRA DA TIJUCA (1)
74464060	BARRA DA TIJUCA	1	100.0	AUTO_UNICO	SETOR BARRA DA TIJUCA (1)
74464065	BARRA DA TIJUCA	1	100.0	AUTO_UNICO	Setor Barra da Tijuca (1)
74464070	BARRA DA TIJUCA	5	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (4) | BARRA DA TIJUCA (1)
74464075	BARRA DA TIJUCA	4	100.0	AUTO_VARIACOES	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (1)
74464110	JARDIM NOVO PETROPOLIS	1	100.0	AUTO_UNICO	Jardim Novo Petrópolis (1)
74464145	JARDIM NOVO PETROPOLIS	4	100.0	AUTO_UNICO	JARDIM NOVO PETRÓPOLIS (4)
74464149	JARDIM NOVO PETROPOLIS	2	100.0	AUTO_UNICO	Jardim Novo Petrópolis (2)
74464150	RESIDENCIAL 14 BIS EXTENSAO	2	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS EXTENSÃO (2)
74464165	RESIDENCIAL 14 BIS EXTENSAO	1	100.0	AUTO_UNICO	RESIDENCIAL 14 BIS EXTENSÃO (1)
74464534	MARABA	1	100.0	AUTO_UNICO	SETOR MARABÁ (1)
74465020	JARDIM NOVA ESPERANCA	36	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (36)
74465030	JARDIM NOVA ESPERANCA	4	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (4)
74465040	JARDIM NOVA ESPERANCA	6	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (6)
74465060	JARDIM NOVA ESPERANCA	3	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (3)
74465070	JARDIM NOVA ESPERANCA	45	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (45)
74465110	JARDIM NOVA ESPERANCA	1	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (1)
74465120	JARDIM NOVA ESPERANCA	47	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (47)
74465150	JARDIM NOVA ESPERANCA	34	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (34)
74465160	JARDIM NOVA ESPERANCA	48	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (48)
74465170	JARDIM NOVA ESPERANCA	17	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (17)
74465180	JARDIM NOVA ESPERANCA	2	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (2)
74465200	JARDIM NOVA ESPERANCA	21	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (21)
74465210	JARDIM NOVA ESPERANCA	52	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (52)
74465220	JARDIM NOVA ESPERANCA	4	100.0	AUTO_UNICO	JARDIM NOVA ESPERANCA (4)
74465230	JARDIM NOVA ESPERANCA	3	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (3)
74465240	JARDIM NOVA ESPERANCA	2	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (2)
74465250	JARDIM NOVA ESPERANCA	13	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (13)
74465260	JARDIM NOVA ESPERANCA	7	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (7)
74465270	JARDIM NOVA ESPERANCA	59	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (59)
74465290	JARDIM NOVA ESPERANCA	62	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (62)
74465299	JARDIM NOVA ESPERANCA	1	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (1)
74465300	JARDIM NOVA ESPERANCA	10	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (10)
74465320	JARDIM NOVA ESPERANCA	3	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (3)
74465330	JARDIM NOVA ESPERANCA	1	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (1)
74465340	JARDIM NOVA ESPERANCA	14	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (14)
74465350	JARDIM NOVA ESPERANCA	34	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (34)
74465370	JARDIM NOVA ESPERANCA	20	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (20)
74465380	JARDIM NOVA ESPERANCA	8	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (8)
74465400	JARDIM NOVA ESPERANCA	4	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (4)
74465410	JARDIM NOVA ESPERANCA	3	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (3)
74465420	JARDIM NOVA ESPERANCA	60	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (60)
74465440	JARDIM NOVA ESPERANCA	48	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (48)
74465450	JARDIM NOVA ESPERANCA	7	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (7)
74465460	JARDIM NOVA ESPERANCA	23	100.0	AUTO_VARIACOES	JARDIM NOVA ESPERANÇA (22) | JARDIM NOVA  ESPERANÇA (1)
74465470	JARDIM NOVA ESPERANCA	1	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (1)
74465490	JARDIM NOVA ESPERANCA	14	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (14)
74465500	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74465510	JARDIM NOVA ESPERANCA	3	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (3)
74465520	JARDIM NOVA ESPERANCA	7	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (7)
74465521	MARABA	7	100.0	AUTO_UNICO	SETOR MARABÁ (7)
74465523	MARABA	2	100.0	AUTO_UNICO	SETOR MARABÁ (2)
74465526	MARABA	1	100.0	AUTO_UNICO	SETOR MARABÁ (1)
74465528	MARABA	2	100.0	AUTO_UNICO	SETOR MARABA (2)
74465529	MARABA	1	100.0	AUTO_UNICO	SETOR MARABÁ (1)
74465530	MARABA	2	100.0	AUTO_UNICO	SETOR MARABÁ (2)
74465531	MARABA	6	100.0	AUTO_UNICO	SETOR MARABÁ (6)
74465532	MARABA	5	100.0	AUTO_UNICO	SETOR MARABÁ (5)
74465534	MARABA	2	100.0	AUTO_UNICO	SETOR MARABÁ (2)
74465535	MARABA	3	100.0	AUTO_UNICO	SETOR MARABÁ (3)
74465536	MARABA	1	100.0	AUTO_UNICO	SETOR MARABÁ (1)
74465537	MARABA	6	100.0	AUTO_UNICO	SETOR MARABÁ (6)
74465538	MARABA	1	100.0	AUTO_UNICO	Setor Marabá (1)
74465539	MARABA	1	100.0	AUTO_UNICO	SETOR MARABÁ (1)
74465541	NOROESTE	14	100.0	AUTO_UNICO	SETOR NOROESTE (14)
74465543	NOROESTE	10	100.0	AUTO_UNICO	SETOR NOROESTE (10)
74465544	NOROESTE	11	100.0	AUTO_UNICO	SETOR NOROESTE (11)
74465547	NOROESTE	1	100.0	AUTO_UNICO	SETOR NOROESTE (1)
74465549	NOROESTE	1	100.0	AUTO_UNICO	SETOR NOROESTE (1)
74465550	NOROESTE	6	100.0	AUTO_UNICO	SETOR NOROESTE (6)
74465600	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74465604	MARABA EXTENSAO	1	100.0	AUTO_UNICO	Setor Marabá Extensão (1)
74465640	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74465970	JARDIM NOVA ESPERANCA	2	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (2)
74466770	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74468830	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74470010	CHACARAS MANSOES ROSAS DE OURO	11	100.0	AUTO_UNICO	CHÁCARAS MANSÕES ROSAS DE OURO (11)
74470019	DA VITORIA	1	100.0	AUTO_UNICO	BAIRRO DA VITÓRIA (1)
