CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	VARIACOES
74461650	SANTOS DUMONT	1	SANTOS DUMONT (1)
74461715	MANSOES PARAISO	1	MANSÕES PARAISO (1)
74462060	JARDIM PETROPOLIS	1	JARDIM PETROPOLIS (1)
74462760	SANTOS DUMONT	1	SANTOS DUMONT (1)
74463015	SANTOS DUMONT	2	SETOR SANTOS DUMONT (1) | SANTOS DUMONT (1)
74463023	PARQUE INDUSTRIAL PAULISTA	3	PARQUE INDUSTRIAL PAULISTA (3)
74463025	CAPUAVA	1	CAPUAVA (1)
74463060	PARQUE INDUSTRIAL PAULISTA	1	PARQUE INDUSTRIAL PAULISTA (1)
74463065	VILA REGINA	1	VILA REGINA (1)
74463075	PARQUE INDUSTRIAL PAULISTA	1	Parque Industrial Paulista (1)
74463080	SANTOS DUMONT	1	SANTOS DUMONT (1)
74463180	CANDIDA DE MORAIS	7	SETOR CÂNDIDA DE MORAIS (7)
74463310	CANDIDA DE MORAIS	1	SETOR CÂNDIDA DE MORAIS (1)
74463335	CANDIDA DE MORAIS	1	SETOR CÂNDIDA DE MORAIS (1)
74463338	CANDIDA DE MORAES	1	CANDIDA DE MORAES (1)
74463348	SANTOS DUMONT	1	SETOR SANTOS DUMONT (1)
74463350	SANTOS DUMONT	2	SETOR SANTOS DUMONT (1) | SANTOS DUMONT (1)
74463360	SANTOS DUMONT	5	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (2)
74463370	SANTOS DUMONT	4	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (2)
74463400	SANTOS DUMONT	9	SETOR SANTOS DUMONT (8) | SANTOS DUMONT (1)
74463410	SANTOS DUMONT	2	SETOR SANTOS DUMONT (2)
74463414	CANDIDA DE MORAES	1	CANDIDA DE MORAES (1)
74463430	SANTOS DUMONT	6	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (1)
74463440	SANTOS DUMONT	3	SETOR SANTOS DUMONT (3)
74463445	SANTOS DUMONT	5	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (2)
74463450	SANTOS DUMONT	2	SETOR SANTOS DUMONT (2)
74463460	SANTOS DUMONT	2	Setor Santos Dumont (1) | SANTOS DUMONT (1)
74463470	SANTOS DUMONT	4	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (1)
74463480	SANTOS DUMONT	6	Setor Santos Dumont (5) | SANTOS DUMONT (1)
74463490	SANTOS DUMONT	13	Setor Santos Dumont (9) | SANTOS DUMONT (4)
74463500	SANTOS DUMONT	7	SETOR SANTOS DUMONT (6) | SANTOS DUMONT (1)
74463510	SANTOS DUMONT	7	Setor Santos Dumont (7)
74463520	SANTOS DUMONT	5	SETOR SANTOS DUMONT (4) | SANTOS DUMONT (1)
74463550	SANTOS DUMONT	4	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2)
74463560	SANTOS DUMONT	5	SETOR SANTOS DUMONT (5)
74463570	SANTOS DUMONT	4	SETOR SANTOS DUMONT (4)
74463580	SANTOS DUMONT	4	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (1)
74463590	SANTOS DUMONT	2	SETOR SANTOS DUMONT (2)
74463600	SANTOS DUMONT	5	SETOR SANTOS DUMONT (5)
74463610	SANTOS DUMONT	6	SANTOS DUMONT (4) | SETOR SANTOS DUMONT (2)
74463620	SANTOS DUMONT	3	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463630	SANTOS DUMONT	3	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463640	SANTOS DUMONT	7	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (2)
74463650	SANTOS DUMONT	2	SETOR SANTOS DUMONT (2)
74463660	SANTOS DUMONT	24	Setor Santos Dumont (16) | SANTOS DUMONT (8)
74463670	SANTOS DUMONT	12	SANTOS DUMONT (7) | SETOR SANTOS DUMONT (5)
74463680	SANTOS DUMONT	5	SANTOS DUMONT (3) | Setor Santos Dumont (2)
74463690	SANTOS DUMONT	13	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (2)
74463710	SANTOS DUMONT	2	SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463720	SANTOS DUMONT	2	SANTOS DUMONT (2)
74463730	SANTOS DUMONT	2	SETOR SANTOS DUMONT (2)
74463740	SANTOS DUMONT	3	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463750	SANTOS DUMONT	8	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (3)
74463760	SANTOS DUMONT	33	SETOR SANTOS DUMONT (17) | SANTOS DUMONT (16)
74463770	SANTOS DUMONT	26	SETOR SANTOS DUMONT (13) | SANTOS DUMONT (13)
74463780	SANTOS DUMONT	15	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (4)
74463790	SANTOS DUMONT	7	SANTOS DUMONT (4) | SETOR SANTOS DUMONT (3)
74463800	SANTOS DUMONT	8	Setor Santos Dumont (8)
74463810	SANTOS DUMONT	18	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (7)
74463820	SANTOS DUMONT	10	SETOR SANTOS DUMONT (9) | SANTOS DUMONT (1)
74463830	SANTOS DUMONT	14	SETOR SANTOS DUMONT (8) | SANTOS DUMONT (6)
74463831	RESIDENCIAL 14 BIS	1	RESIDENCIAL 14 BIS (1)
74463833	RESIDENCIAL 14 BIS	2	RESIDENCIAL 14 BIS (2)
74463835	RESIDENCIAL 14 BIS	8	RESIDENCIAL 14 BIS (8)
74463836	RESIDENCIAL 14 BIS	9	RESIDENCIAL 14 BIS (9)
74463837	RESIDENCIAL 14 BIS	2	RESIDENCIAL 14 BIS (2)
74463838	RESIDENCIAL 14 BIS	2	RESIDENCIAL 14 BIS (2)
74463840	JARDIM BONANZA	3	Jardim Bonanza (3)
74463846	JARDIM BONANZA	2	JARDIM BONANZA (2)
74463848	JARDIM BONANZA	4	JARDIM BONANZA (4)
74463852	JARDIM BONANZA	3	JARDIM BONANZA (3)
74463856	JARDIM BONANZA	3	JARDIM BONANZA (3)
74463860	JARDIM BONANZA	2	JARDIM BONANZA (2)
74463862	JARDIM BONANZA	7	JARDIM BONANZA (7)
74463868	JARDIM BONANZA	6	JARDIM BONANZA (6)
74463870	JARDIM BONANZA	1	JARDIM BONANZA (1)
74463872	JARDIM BONANZA	2	JARDIM BONANZA (2)
74463874	JARDIM BONANZA	1	Jardim Bonanza (1)
74463875	JARDIM BONANZA	7	JARDIM BONANZA (7)
74464000	BARRA DA TIJUCA	4	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (1)
74464010	BARRA DA TIJUCA	13	SETOR BARRA DA TIJUCA (7) | BARRA DA TIJUCA (6)
74464016	DA TIJUCA	1	BAIRRO DA TIJUCA (1)
74464020	BARRA DA TIJUCA	1	SETOR BARRA DA TIJUCA (1)
74464025	BARRA DA TIJUCA	5	SETOR BARRA DA TIJUCA (4) | BARRA DA TIJUCA (1)
74464030	BARRA DA TIJUCA	5	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (2)
74464040	BARRA DA TIJUCA	3	SETOR BARRA DA TIJUCA (2) | BARRA DA TIJUCA (1)
74464045	BARRA DA TIJUCA	2	SETOR BARRA DA TIJUCA (2)
74464055	BARRA DA TIJUCA	1	BARRA DA TIJUCA (1)
74464060	BARRA DA TIJUCA	1	SETOR BARRA DA TIJUCA (1)
74464065	BARRA DA TIJUCA	1	Setor Barra da Tijuca (1)
74464070	BARRA DA TIJUCA	5	SETOR BARRA DA TIJUCA (4) | BARRA DA TIJUCA (1)
74464075	BARRA DA TIJUCA	4	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (1)
74464110	JARDIM NOVO PETROPOLIS	1	Jardim Novo Petrópolis (1)
74464145	JARDIM NOVO PETROPOLIS	4	JARDIM NOVO PETRÓPOLIS (4)
74464149	JARDIM NOVO PETROPOLIS	2	Jardim Novo Petrópolis (2)
74464150	RESIDENCIAL 14 BIS EXTENSAO	2	RESIDENCIAL 14 BIS EXTENSÃO (2)
74464165	RESIDENCIAL 14 BIS EXTENSAO	1	RESIDENCIAL 14 BIS EXTENSÃO (1)
74464534	MARABA	1	SETOR MARABÁ (1)
74465020	JARDIM NOVA ESPERANCA	36	JARDIM NOVA ESPERANÇA (36)
74465030	JARDIM NOVA ESPERANCA	4	JARDIM NOVA ESPERANÇA (4)
74465040	JARDIM NOVA ESPERANCA	6	JARDIM NOVA ESPERANÇA (6)
74465060	JARDIM NOVA ESPERANCA	3	JARDIM NOVA ESPERANÇA (3)
74465070	JARDIM NOVA ESPERANCA	45	JARDIM NOVA ESPERANÇA (45)
74465110	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74465120	JARDIM NOVA ESPERANCA	47	JARDIM NOVA ESPERANÇA (47)
74465150	JARDIM NOVA ESPERANCA	34	JARDIM NOVA ESPERANÇA (34)
74465160	JARDIM NOVA ESPERANCA	48	JARDIM NOVA ESPERANÇA (48)
74465170	JARDIM NOVA ESPERANCA	17	JARDIM NOVA ESPERANÇA (17)
74465180	JARDIM NOVA ESPERANCA	2	JARDIM NOVA ESPERANÇA (2)
74465200	JARDIM NOVA ESPERANCA	21	JARDIM NOVA ESPERANÇA (21)
74465210	JARDIM NOVA ESPERANCA	52	JARDIM NOVA ESPERANÇA (52)
74465220	JARDIM NOVA ESPERANCA	4	JARDIM NOVA ESPERANCA (4)
74465230	JARDIM NOVA ESPERANCA	3	JARDIM NOVA ESPERANÇA (3)
74465240	JARDIM NOVA ESPERANCA	2	JARDIM NOVA ESPERANÇA (2)
74465250	JARDIM NOVA ESPERANCA	13	JARDIM NOVA ESPERANÇA (13)
74465260	JARDIM NOVA ESPERANCA	7	JARDIM NOVA ESPERANÇA (7)
74465270	JARDIM NOVA ESPERANCA	59	JARDIM NOVA ESPERANÇA (59)
74465290	JARDIM NOVA ESPERANCA	62	JARDIM NOVA ESPERANÇA (62)
74465299	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74465300	JARDIM NOVA ESPERANCA	10	JARDIM NOVA ESPERANÇA (10)
74465320	JARDIM NOVA ESPERANCA	3	JARDIM NOVA ESPERANÇA (3)
74465330	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74465340	JARDIM NOVA ESPERANCA	14	JARDIM NOVA ESPERANÇA (14)
74465350	JARDIM NOVA ESPERANCA	34	JARDIM NOVA ESPERANÇA (34)
74465370	JARDIM NOVA ESPERANCA	20	JARDIM NOVA ESPERANÇA (20)
74465380	JARDIM NOVA ESPERANCA	8	JARDIM NOVA ESPERANÇA (8)
74465400	JARDIM NOVA ESPERANCA	4	JARDIM NOVA ESPERANÇA (4)
74465410	JARDIM NOVA ESPERANCA	3	JARDIM NOVA ESPERANÇA (3)
74465420	JARDIM NOVA ESPERANCA	60	JARDIM NOVA ESPERANÇA (60)
74465440	JARDIM NOVA ESPERANCA	48	JARDIM NOVA ESPERANÇA (48)
74465450	JARDIM NOVA ESPERANCA	7	JARDIM NOVA ESPERANÇA (7)
74465460	JARDIM NOVA ESPERANCA	23	JARDIM NOVA ESPERANÇA (22) | JARDIM NOVA  ESPERANÇA (1)
74465470	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74465490	JARDIM NOVA ESPERANCA	14	JARDIM NOVA ESPERANÇA (14)
74465500	SANTOS DUMONT	1	SANTOS DUMONT (1)
74465510	JARDIM NOVA ESPERANCA	3	JARDIM NOVA ESPERANÇA (3)
74465520	JARDIM NOVA ESPERANCA	7	JARDIM NOVA ESPERANÇA (7)
74465521	MARABA	7	SETOR MARABÁ (7)
74465523	MARABA	2	SETOR MARABÁ (2)
74465526	MARABA	1	SETOR MARABÁ (1)
74465528	MARABA	2	SETOR MARABA (2)
74465529	MARABA	1	SETOR MARABÁ (1)
74465530	MARABA	2	SETOR MARABÁ (2)
74465531	MARABA	6	SETOR MARABÁ (6)
74465532	MARABA	5	SETOR MARABÁ (5)
74465534	MARABA	2	SETOR MARABÁ (2)
74465535	MARABA	3	SETOR MARABÁ (3)
74465536	MARABA	1	SETOR MARABÁ (1)
74465537	MARABA	6	SETOR MARABÁ (6)
74465538	MARABA	1	Setor Marabá (1)
74465539	MARABA	1	SETOR MARABÁ (1)
74465541	NOROESTE	14	SETOR NOROESTE (14)
74465543	NOROESTE	10	SETOR NOROESTE (10)
74465544	NOROESTE	11	SETOR NOROESTE (11)
74465547	NOROESTE	1	SETOR NOROESTE (1)
74465549	NOROESTE	1	SETOR NOROESTE (1)
74465550	NOROESTE	6	SETOR NOROESTE (6)
74465600	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74465604	MARABA EXTENSAO	1	Setor Marabá Extensão (1)
74465640	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74465970	JARDIM NOVA ESPERANCA	2	JARDIM NOVA ESPERANÇA (2)
74466770	SANTOS DUMONT	1	SANTOS DUMONT (1)
74468830	SANTOS DUMONT	1	SANTOS DUMONT (1)
74470010	CHACARAS MANSOES ROSAS DE OURO	11	CHÁCARAS MANSÕES ROSAS DE OURO (11)
74470019	DA VITORIA	1	BAIRRO DA VITÓRIA (1)
74470025	JARDIM COLORADO	1	JARDIM COLORADO (1)
74470060	CHACARAS MANSOES ROSAS DE OURO	10	CHÁCARAS MANSÕES ROSAS DE OURO (10)
74470230	RECREIO SAO JOAQUIM	1	RECREIO SÃO JOAQUIM (1)
74470245	SAO JOSE	1	SETOR SÃO JOSÉ (1)
74470290	CHACARAS MANSOES ROSAS DE OURO	1	CHACARAS MANSOES ROSAS DE OURO (1)
74470300	CHACARAS DE RECREIO SAO JOAQUIM	1	CHÁCARAS DE RECREIO SÃO JOAQUIM (1)
74470312	SANTOS DUMONT	1	SANTOS DUMONT (1)
74470360	CHACARAS MANSOES ROSAS DE OURO	1	CHACARAS MANSOES ROSAS DE OURO (1)
74470390	NOVO PLANALTO	1	NOVO PLANALTO (1)
74470440	FAZENDA CAVEIRA	1	FAZENDA CAVEIRA (1)
74470720	JARDIM HELLOU	2	JARDIM HELLOU (2)
74470730	JARDIM HELLOU	1	JARDIM HELLOU (1)
74470740	JARDIM HELLOU	1	JARDIM HELLOU (1)
74470820	RESIDENCIAL JARDIM CAMARGO	1	RESIDENCIAL JARDIM CAMARGO (1)
74470828	RESIDENCIAL JARDIM CAMARGO	1	RESIDENCIAL JARDIM CAMARGO (1)
74471110	RESIDENCIAL LONDON PARK	1	RESIDENCIAL LONDON PARK (1)
74472041	JARDIM COLORADO	1	JARDIM COLORADO (1)
74473170	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473175	CANDIDA DE MORAES	2	CANDIDA DE MORAES (2)
74473210	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473320	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473370	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473401	HUGO DE MORAES	1	HUGO DE MORAES (1)
74473490	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473510	VILA FINSOCIAL	7	VILA FINSOCIAL (7)
74473516	VILA FINSOCIAL	2	VILA FINSOCIAL (2)
74473525	FINSOCIAL	1	FINSOCIAL (1)
74473545	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473550	VILA FINSOCIAL	3	VILA FINSOCIAL (3)
74473560	VILA FINSOCIAL	6	VILA FINSOCIAL (6)
74473565	VILA FINSOCIAL	2	VILA FINSOCIAL (2)
74473570	VILA FINSOCIAL	7	VILA FINSOCIAL (7)
74473590	VILA FINSOCIAL	13	VILA FINSOCIAL (13)
74473630	VILA FINSOCIAL	3	VILA FINSOCIAL (3)
74473650	VILA FINSOCIAL	6	VILA FINSOCIAL (6)
74473690	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473710	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473720	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473730	VILA FINSOCIAL	7	VILA FINSOCIAL (7)
74473735	VILA FINSOCIAL	3	VILA FINSOCIAL (3)
74473740	VILA FINSOCIAL	3	VILA FINSOCIAL (3)
74473750	VILA FINSOCIAL	5	VILA FINSOCIAL (5)
74473760	VILA FINSOCIAL	6	VILA FINSOCIAL (6)
74473770	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473780	VILA FINSOCIAL	4	VILA FINSOCIAL (4)
74473784	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473786	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473788	VILA FINSOCIAL	5	VILA FINSOCIAL (5)
74473790	VILA FINSOCIAL	3	VILA FINSOCIAL (3)
74473793	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74473796	MORADA DO SOL	1	Setor Morada do Sol (1)
74473806	MORADA DO SOL	1	SETOR MORADA DO SOL (1)
74473830	MORADA DO SOL	2	MORADA DO SOL (1) | SETOR MORADA DO SOL (1)
74473831	RESIDENCIAL MARINGA	4	RESIDENCIAL MARINGÁ (4)
74473832	RESIDENCIAL MARINGA	4	RESIDENCIAL MARINGÁ (4)
74473833	RESIDENCIAL MARINGA	1	RESIDENCIAL MARINGÁ (1)
74473834	RESIDENCIAL MARINGA	11	RESIDENCIAL MARINGÁ (11)
74473835	RESIDENCIAL MARINGA	32	RESIDENCIAL MARINGÁ (32)
74473836	RESIDENCIAL MARINGA	16	RESIDENCIAL MARINGÁ (16)
74473839	JARDIM DAS HORTENCIAS	1	JARDIM DAS HORTENCIAS (1)
74474004	JARDIM COLORADO	4	JARDIM COLORADO (4)
74474012	JARDIM COLORADO	5	JARDIM COLORADO (5)
74474014	JARDIM COLORADO	34	JARDIM COLORADO (34)
74474016	JARDIM COLORADO	16	JARDIM COLORADO (16)
74474020	JARDIM COLORADO	11	JARDIM COLORADO (11)
74474021	JARDIM COLORADO	31	JARDIM COLORADO (31)
74474026	JARDIM COLORADO	26	JARDIM COLORADO (26)
74474027	JARDIM COLORADO	6	JARDIM COLORADO (6)
74474028	JARDIM COLORADO	5	JARDIM COLORADO (5)
74474029	JARDIM COLORADO	5	JARDIM COLORADO (5)
74474032	JARDIM COLORADO	4	JARDIM COLORADO (4)
74474033	JARDIM COLORADO	8	JARDIM COLORADO (8)
74474034	JARDIM COLORADO	7	JARDIM COLORADO (7)
74474039	JARDIM COLORADO	3	JARDIM COLORADO (3)
74474044	JARDIM COLORADO	2	JARDIM COLORADO (2)
74474045	JARDIM COLORADO	3	JARDIM COLORADO (3)
74474046	JARDIM COLORADO	2	JARDIM COLORADO (2)
74474049	JARDIM COLORADO	18	JARDIM COLORADO (18)
74474080	JARDIM COLORADO	1	JARDIM COLORADO (1)
74474100	JARDIM DAS HORTENCIAS	26	JARDIM DAS HORTENCIAS (26)
74474101	JARDIM DAS HORTENCIAS	62	JARDIM DAS HORTÊNCIAS (58) | JARDIM DAS HORTENSIAS (3) | JARDIM  DAS HORTENCIA (1)
74474102	JARDIM DAS HORTENCIAS	33	JARDIM DAS HORTENCIAS (33)
74474104	JARDIM DAS HORTENCIAS	17	JARDIM DAS HORTÊNCIAS (17)
74474105	JARDIM DAS HORTENCIAS	29	JARDIM DAS HORTENCIAS (29)
74474106	JARDIM DAS HORTENCIAS	7	JARDIM DAS HORTÊNCIAS (7)
74474107	JARDIM DAS HORTENCIAS	1	JARDIM DAS HORTENCIAS (1)
74474109	JARDIM DAS HORTENCIAS	1	JARDIM DAS HORTENCIAS (1)
74474113	JARDIM DAS HORTENCIAS	2	JARDIM DAS HORTENCIAS (2)
74474116	JARDIM DAS HORTENCIAS	24	JARDIM DAS HORTENCIAS (23) | JARDIM DAS HORTENCIA (1)
74474117	JARDIM DAS HORTENCIAS	8	JARDIM DAS HORTENCIAS (8)
74474118	JARDIM DAS HORTENCIAS	10	JARDIM DAS HORTÊNCIAS (10)
74474120	JARDIM DAS HORTENCIAS	2	JARDIM DAS HORTENCIAS (1) | JARDIM DAS HORTENSIAS (1)
74474121	JARDIM DAS HORTENCIAS	14	JARDIM DAS HORTENCIAS (14)
74474122	JARDIM DAS HORTENCIAS	8	JARDIM DAS HORTENCIAS (8)
74474125	JARDIM DAS HORTENCIAS	8	JARDIM DAS HORTENCIAS (8)
74474126	JARDIM DAS HORTENCIAS	2	JARDIM DAS HORTÊNCIAS (2)
74474127	JARDIM DAS HORTENCIAS	11	JARDIM DAS HORTENCIAS (10) | JARDIM DAS HORTÊNSIAS (1)
74474128	JARDIM DAS HORTENCIAS	22	JARDIM DAS HORTENCIAS (22)
74474130	JARDIM DAS HORTENCIAS	10	JARDIM DAS HORTENCIAS (10)
74474131	JARDIM DAS HORTENCIAS	9	JARDIM DAS HORTENCIAS (8) | JARDIM DAS HORTENCIA (1)
74474133	JARDIM DAS HORTENCIAS	6	JARDIM DAS HORTENCIAS (6)
74474134	JARDIM DAS HORTENCIAS	3	JARDIM DAS HORTÊNCIAS (3)
74474138	JARDIM DAS HORTENCIAS	5	JARDIM DAS HORTÊNCIAS (5)
74474139	JARDIM DAS HORTENCIAS	4	JARDIM DAS HORTÊNCIAS (4)
74474141	JARDIM DAS HORTENCIAS	3	JARDIM DAS HORTÊNCIAS (3)
74474142	JARDIM DAS HORTENCIAS	16	JARDIM DAS HORTENCIAS (15) | JARDIM DAS HORTENCIA (1)
74474143	JARDIM DAS HORTENCIAS	1	JARDIM DAS HORTÊNCIAS (1)
74474144	JARDIM DAS HORTENCIAS	8	JARDIM DAS HORTENCIAS (8)
74474145	JARDIM DAS HORTENCIAS	2	JARDIM DAS HORTÊNCIAS (2)
74474146	JARDIM DAS HORTENCIAS	3	JARDIM DAS HORTENCIAS (3)
74474148	JARDIM DAS HORTENCIAS	1	JARDIM DAS HORTÊNCIAS (1)
74474201	JARDIM VISTA BELA	8	JARDIM VISTA BELA (8)
74474202	JARDIM VISTA BELA	17	JARDIM VISTA BELA (17)
74474205	JARDIM VISTA BELA	11	JARDIM VISTA BELA (11)
74474206	JARDIM VISTA BELA	27	JARDIM VISTA BELA (27)
74474209	JARDIM VISTA BELA	23	JARDIM VISTA BELA (23)
74474210	JARDIM VISTA BELA	9	JARDIM VISTA BELA (9)
74474211	JARDIM VISTA BELA	11	JARDIM VISTA BELA (11)
74474251	RESIDENCIAL ANGLO	5	RESIDENCIAL ANGLO (5)
74474252	RESIDENCIAL ANGLO	2	RESIDENCIAL ANGLO (2)
74474253	RESIDENCIAL ANGLO	15	RESIDENCIAL ANGLO (15)
74474275	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74474309	RECANTO DO BOSQUE	1	RECANTO DO BOSQUE (1)
74474310	RESIDENCIAL RECANTO DO BOSQUE	1	Residencial Recanto do Bosque (1)
74474315	RESIDENCIAL RECANTO DO BOSQUE	1	Residencial Recanto do Bosque (1)
74474367	RESIDENCIAL RECANTO DO BOSQUE	1	Residencial Recanto do Bosque (1)
74474396	RESIDENCIAL RECANTO DO BOSQUE	1	Residencial Recanto do Bosque (1)
74474400	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74474401	RESIDENCIAL RECANTO DO BOSQUE	1	Residencial Recanto do Bosque (1)
74474411	NOVO PLANALTO	1	NOVO PLANALTO (1)
74474412	RESIDENCIAL PRIVE NORTE	5	RESIDENCIAL PRIVE NORTE (5)
74474413	RESIDENCIAL PRIVE NORTE	11	RESIDENCIAL PRIVÊ NORTE (11)
74474414	RESIDENCIAL PRIVE NORTE	5	RESIDENCIAL PRIVÊ NORTE (5)
74474416	RESIDENCIAL PRIVE NORTE	3	RESIDENCIAL PRIVÊ NORTE (3)
74474418	RESIDENCIAL PRIVE NORTE	7	RESIDENCIAL PRIVE NORTE (7)
74474420	RESIDENCIAL PRIVE NORTE	18	RESIDENCIAL PRIVÊ NORTE (18)
74474422	RESIDENCIAL PRIVE NORTE	4	RESIDENCIAL PRIVÊ NORTE (4)
74474473	VILA FINSOCIAL	1	VILA FINSOCIAL (1)
74474506	JARDIM COLORADO	1	JARDIM COLORADO (1)
74474550	JARDIM COLORADO	2	JARDIM COLORADO (2)
74474600	JARDIM COLORADO	2	JARDIM COLORADO (2)
74474620	JARDIM COLORADO I	1	Jardim Colorado I (1)
74474630	JARDIM COLORADO I	2	JARDIM COLORADO I (2)
74474650	JARDIM COLORADO II	1	Jardim Colorado II (1)
74474655	JARDIM COLORADO II	1	JARDIM COLORADO II (1)
74474660	JARDIM COLORADO	2	JARDIM COLORADO (2)
74474675	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74474680	JARDIM LAGO AZUL	1	JARDIM LAGO AZUL (1)
74474744	JARDIM COLORADO	1	JARDIM COLORADO (1)
74474805	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475003	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475005	PARQUE TREMENDAO	2	SETOR PARQUE TREMENDÃO (1) | PARQUE TREMENDÃO (1)
74475010	PARQUE TREMENDAO	1	SETOR PARQUE TREMENDÃO (1)
74475012	PARQUE TREMENDAO	1	SETOR PARQUE TREMENDÃO (1)
74475014	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475017	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475023	PARQUE TREMENDAO	2	Setor Parque Tremendão (2)
74475028	PARQUE TREMENDAO	7	PARQUE TREMENDÃO (5) | Setor Parque Tremendão (2)
74475029	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475030	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475032	PARQUE TREMENDAO	2	PARQUE TREMENDÃO (2)
74475035	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475037	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475038	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475041	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475047	PARQUE TREMENDAO	2	Setor Parque Tremendão (1) | PARQUE TREMENDÃO (1)
74475050	PARQUE TREMENDAO	4	PARQUE TREMENDÃO (3) | SETOR PARQUE TREMENDÃO (1)
74475052	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475053	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475054	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475055	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475056	PARQUE TREMENDAO	2	PARQUE TREMENDÃO (2)
74475057	PARQUE TREMENDAO	2	SETOR PARQUE TREMENDÃO (2)
74475059	PARQUE TREMENDAO	3	PARQUE TREMENDÃO (3)
74475061	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475062	PARQUE TREMENDAO	3	PARQUE TREMENDÃO (2) | SETOR PARQUE TREMENDÃO (1)
74475064	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475070	PARQUE TREMENDAO	5	Setor Parque Tremendão (4) | PARQUE TREMENDÃO (1)
74475073	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475076	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475077	PARQUE TREMENDAO	3	PARQUE TREMENDÃO (3)
74475078	PARQUE TREMENDAO	1	SETOR PARQUE TREMENDÃO (1)
74475079	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475082	PARQUE TREMENDAO	3	PARQUE TREMENDÃO (2) | Setor Parque Tremendão (1)
74475090	PARQUE TREMENDAO	4	PARQUE TREMENDÃO (3) | Setor Parque Tremendão (1)
74475092	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475094	PARQUE TREMENDAO	2	PARQUE TREMENDÃO (2)
74475104	PARQUE TREMENDAO	1	SETOR PARQUE TREMENDÃO (1)
74475110	MORADA DO SOL	1	Setor Morada do Sol (1)
